Retailer,Retailer ID,Invoice Date,Region,State,City,Beverage Brand,"Days to 
Deliver","Delivery 
Company","Price per 
Unit",Delivery charges,Units Sold,Total Sales,Operating Profit,Operating Margin
Gyaan Beverages,21102,45607,East,Nagaland,Kohima,Sprite,60,Blue Dart,25,15,3450,138000,48300,0.35
Gyaan Beverages,21102,45607,East,Meghalaya,Shillong,Mirinda,55,Xpress Bees,18,12,3750,112500,45000,0.4
Gyaan Beverages,21102,45607,East,Sikkim,Gangtok,Coca-Cola,34,Xpress Bees,30,12,3500,147000,51450,0.35
Gyaan Beverages,21102,45607,East,West Bengal,Kolkata,Limca,33,DTDC,18,15,4500,148500,74250,0.5
Gyaan Beverages,21102,45636,East,Arunachal Pradesh,Itanagar,Limca,28,DTDC,18,15,7000,231000,92400,0.4
Gyaan Beverages,21102,45636,East,Meghalaya,Shillong,Limca,19,Xpress Bees,18,12,5000,150000,52500,0.35
Gyaan Beverages,21102,45636,East,Nagaland,Kohima,Pepsi,17,DTDC,30,15,4500,202500,70875,0.35
Gyaan Beverages,21102,45636,East,Assam,Dispur,Maaza,52,DTDC,20,15,4000,140000,56000,0.4
Gyaan Beverages,21102,45636,East,Sikkim,Gangtok,Sprite,37,Xpress Bees,25,12,4000,148000,51800,0.35
Gyaan Beverages,21102,45636,East,Odisha,Bhubaneswar,Maaza,44,DTDC,20,15,5000,175000,87500,0.5
Gyaan Beverages,21102,45315,West,Goa,Panaji,Coca-Cola,45,DTDC,30,15,3500,157500,55125,0.35
Gyaan Beverages,21102,45315,West,Maharashtra,Mumbai,Mirinda,27,Blue Dart,18,15,3500,115500,40425,0.35
Gyaan Beverages,21102,45315,West,Gujarat,Gandhinagar,Mirinda,45,Xpress Bees,18,12,3500,105000,36750,0.35
Gyaan Beverages,21102,45315,West,Maharashtra,Mumbai,Maaza,43,Xpress Bees,20,12,2000,64000,22400,0.35
Gyaan Beverages,21102,45315,West,Gujarat,Gandhinagar,Sprite,41,DTDC,25,15,1500,60000,24000,0.4
Gyaan Beverages,21102,45315,West,Gujarat,Gandhinagar,Sprite,43,Delhivery,25,10,4000,140000,42000,0.3
Gyaan Beverages,21102,45346,West,Goa,Panaji,Pepsi,30,DTDC,30,15,4500,202500,70875,0.35
Gyaan Beverages,21102,45346,West,Maharashtra,Mumbai,Sprite,35,DTDC,25,15,3500,140000,49000,0.35
Gyaan Beverages,21102,45346,West,Maharashtra,Mumbai,Frooti,34,DTDC,20,15,3500,122500,42875,0.35
Gyaan Beverages,21102,45346,West,Gujarat,Gandhinagar,Mirinda,39,Blue Dart,18,15,2000,66000,23100,0.35
Gyaan Beverages,21102,45346,West,Goa,Panaji,Frooti,24,DTDC,20,15,1250,43750,17500,0.4
Gyaan Beverages,21102,45346,West,Gujarat,Gandhinagar,Pepsi,19,Delhivery,30,10,3250,130000,39000,0.3
Gyaan Beverages,21102,45374,West,Rajasthan,Jaipur,Frooti,43,Delhivery,20,10,4750,142500,49875,0.35
Gyaan Beverages,21102,45374,West,Gujarat,Gandhinagar,Sprite,50,DTDC,25,15,3250,130000,45500,0.35
Gyaan Beverages,21102,45374,West,Gujarat,Gandhinagar,Frooti,20,Blue Dart,20,15,3500,122500,42875,0.35
Gyaan Beverages,21102,45374,West,Goa,Panaji,Maaza,52,Delhivery,20,10,2500,75000,26250,0.35
Gyaan Beverages,21102,45374,West,Rajasthan,Jaipur,Limca,37,DTDC,18,15,1000,33000,13200,0.4
Gyaan Beverages,21102,45374,West,Goa,Panaji,Sprite,15,Delhivery,25,10,3000,105000,31500,0.3
Gyaan Beverages,21102,45406,West,Maharashtra,Mumbai,Limca,52,Blue Dart,18,15,4750,156750,54862.5,0.35
Gyaan Beverages,21102,45406,West,Gujarat,Gandhinagar,Maaza,18,Delhivery,20,10,2750,82500,28875,0.35
Gyaan Beverages,21102,45406,West,Maharashtra,Mumbai,Frooti,33,Delhivery,20,10,3250,97500,34125,0.35
Gyaan Beverages,21102,45406,West,Maharashtra,Mumbai,Mirinda,16,DTDC,18,15,2250,74250,25987.5,0.35
Gyaan Beverages,21102,45406,West,Maharashtra,Mumbai,Pepsi,32,DTDC,30,15,1250,56250,22500,0.4
Gyaan Beverages,21102,45406,West,Gujarat,Gandhinagar,Frooti,49,DTDC,20,15,3000,105000,31500,0.3
Gyaan Beverages,21102,45437,West,Gujarat,Gandhinagar,Mirinda,58,Blue Dart,18,15,5000,165000,57750,0.35
Gyaan Beverages,21102,45437,West,Rajasthan,Jaipur,Mirinda,49,DTDC,18,15,3500,115500,40425,0.35
Gyaan Beverages,21102,45437,West,Rajasthan,Jaipur,Sprite,29,DTDC,25,15,3500,140000,49000,0.35
Gyaan Beverages,21102,45437,West,Maharashtra,Mumbai,Coca-Cola,28,Blue Dart,30,15,2750,123750,43312.5,0.35
Gyaan Beverages,21102,45437,West,Maharashtra,Mumbai,Sprite,45,Delhivery,25,10,1750,61250,24500,0.4
Gyaan Beverages,21102,45437,West,Goa,Panaji,Limca,23,Delhivery,18,10,5250,147000,44100,0.3
Gyaan Beverages,21102,45467,West,Maharashtra,Mumbai,Limca,38,DTDC,18,15,7750,255750,89512.5,0.35
Gyaan Beverages,21102,45467,West,Maharashtra,Mumbai,Sprite,45,Xpress Bees,25,12,6500,240500,84175,0.35
Gyaan Beverages,21102,45467,West,Goa,Panaji,Sprite,55,Delhivery,25,10,6500,227500,79625,0.35
Gyaan Beverages,21102,45467,West,Gujarat,Gandhinagar,Frooti,34,Xpress Bees,20,12,5250,168000,58800,0.35
Gyaan Beverages,21102,45467,West,Maharashtra,Mumbai,Mirinda,32,Delhivery,18,10,4000,112000,44800,0.4
Gyaan Beverages,21102,45467,West,Rajasthan,Jaipur,Pepsi,49,DTDC,30,15,7000,315000,94500,0.3
Gyaan Beverages,21102,45496,West,Goa,Panaji,Pepsi,55,DTDC,30,15,8500,382500,133875,0.35
Gyaan Beverages,21102,45496,West,Rajasthan,Jaipur,Coca-Cola,27,Blue Dart,30,15,7000,315000,110250,0.35
Gyaan Beverages,21102,45496,West,Goa,Panaji,Maaza,46,DTDC,20,15,6500,227500,79625,0.35
Gyaan Beverages,21102,45496,West,Rajasthan,Jaipur,Limca,46,Blue Dart,18,15,5500,181500,63525,0.35
Gyaan Beverages,21102,45496,West,Goa,Panaji,Maaza,25,Blue Dart,20,15,6000,210000,84000,0.4
Gyaan Beverages,21102,45496,West,Gujarat,Gandhinagar,Mirinda,24,DTDC,18,15,6000,198000,59400,0.3
Gyaan Beverages,21102,45528,West,Rajasthan,Jaipur,Pepsi,18,Delhivery,30,10,8000,320000,112000,0.35
Gyaan Beverages,21102,45528,West,Goa,Panaji,Limca,28,Delhivery,18,10,7750,217000,75950,0.35
Gyaan Beverages,21102,45528,West,Gujarat,Gandhinagar,Maaza,35,Delhivery,20,10,6500,195000,68250,0.35
Gyaan Beverages,21102,45528,West,Maharashtra,Mumbai,Sprite,31,DTDC,25,15,4250,170000,59500,0.35
Gyaan Beverages,21102,45528,West,Goa,Panaji,Sprite,51,Xpress Bees,25,12,4250,157250,62900,0.4
Gyaan Beverages,21102,45528,West,Maharashtra,Mumbai,Maaza,21,DTDC,20,15,2500,87500,26250,0.3
Gyaan Beverages,21102,45560,West,Maharashtra,Mumbai,Pepsi,25,Delhivery,30,10,4500,180000,63000,0.35
Gyaan Beverages,21102,45560,West,Rajasthan,Jaipur,Limca,42,Blue Dart,18,15,4500,148500,51975,0.35
Gyaan Beverages,21102,45560,West,Maharashtra,Mumbai,Coca-Cola,41,Xpress Bees,30,12,2500,105000,36750,0.35
Gyaan Beverages,21102,45560,West,Rajasthan,Jaipur,Maaza,31,Delhivery,20,10,2000,60000,21000,0.35
Gyaan Beverages,21102,45560,West,Rajasthan,Jaipur,Coca-Cola,17,DTDC,30,15,2250,101250,40500,0.4
Gyaan Beverages,21102,45560,West,Gujarat,Gandhinagar,Coca-Cola,36,DTDC,30,15,2500,112500,33750,0.3
Gyaan Beverages,21102,45589,West,Maharashtra,Mumbai,Pepsi,22,Blue Dart,30,15,3500,157500,55125,0.35
Gyaan Beverages,21102,45589,West,Gujarat,Gandhinagar,Coca-Cola,27,Blue Dart,30,15,5250,236250,82687.5,0.35
Gyaan Beverages,21102,45589,West,Maharashtra,Mumbai,Frooti,47,DTDC,20,15,3500,122500,42875,0.35
Gyaan Beverages,21102,45589,West,Rajasthan,Jaipur,Sprite,36,DTDC,25,15,3250,130000,45500,0.35
Gyaan Beverages,21102,45589,West,Maharashtra,Mumbai,Pepsi,35,Xpress Bees,30,12,3000,126000,50400,0.4
Gyaan Beverages,21102,45589,West,Goa,Panaji,Mirinda,30,Blue Dart,18,15,3500,115500,34650,0.3
Gyaan Beverages,21102,45620,West,Rajasthan,Jaipur,Sprite,23,Xpress Bees,25,12,5750,212750,74462.5,0.35
Gyaan Beverages,21102,45620,West,Rajasthan,Jaipur,Maaza,30,DTDC,20,15,6500,227500,79625,0.35
Gyaan Beverages,21102,45620,West,Goa,Panaji,Limca,59,DTDC,18,15,4750,156750,54862.5,0.35
Gyaan Beverages,21102,45620,West,Rajasthan,Jaipur,Sprite,22,Blue Dart,25,15,4500,180000,63000,0.35
Gyaan Beverages,21102,45620,West,Rajasthan,Jaipur,Frooti,52,Delhivery,20,10,4250,127500,51000,0.4
Gyaan Beverages,21102,45620,West,Maharashtra,Mumbai,Limca,17,Delhivery,18,10,5500,154000,46200,0.3
Gyaan Beverages,21102,45649,West,Gujarat,Gandhinagar,Pepsi,58,Blue Dart,30,15,7500,337500,118125,0.35
Gyaan Beverages,21102,45649,West,Goa,Panaji,Mirinda,56,Delhivery,18,10,7500,210000,73500,0.35
Gyaan Beverages,21102,45649,West,Goa,Panaji,Sprite,41,DTDC,25,15,5500,220000,77000,0.35
Gyaan Beverages,21102,45649,West,Gujarat,Gandhinagar,Coca-Cola,33,Blue Dart,30,15,5500,247500,86625,0.35
Gyaan Beverages,21102,45649,West,Gujarat,Gandhinagar,Sprite,59,Blue Dart,25,15,4750,190000,76000,0.4
Gyaan Beverages,21102,45649,West,Goa,Panaji,Pepsi,60,Blue Dart,30,15,5750,258750,77625,0.3
Gyaan Beverages,21102,45308,West,Gujarat,Gandhinagar,Frooti,15,Delhivery,20,10,4000,120000,48000,0.4
Gyaan Beverages,21102,45308,West,Maharashtra,Mumbai,Pepsi,56,DTDC,30,15,4000,180000,72000,0.4
Gyaan Beverages,21102,45308,West,Gujarat,Gandhinagar,Pepsi,22,Xpress Bees,30,12,4000,168000,67200,0.4
Gyaan Beverages,21102,45308,West,Gujarat,Gandhinagar,Pepsi,43,Delhivery,30,10,2500,100000,40000,0.4
Gyaan Beverages,21102,45308,West,Gujarat,Gandhinagar,Frooti,51,Delhivery,20,10,2000,60000,27000,0.45
Gyaan Beverages,21102,45308,West,Gujarat,Gandhinagar,Mirinda,57,Blue Dart,18,15,4500,148500,51975,0.35
Gyaan Beverages,21102,45339,West,Maharashtra,Mumbai,Maaza,19,Xpress Bees,20,12,5000,160000,64000,0.4
Gyaan Beverages,21102,45339,West,Rajasthan,Jaipur,Pepsi,35,Xpress Bees,30,12,4000,168000,67200,0.4
Gyaan Beverages,21102,45339,West,Goa,Panaji,Coca-Cola,19,Xpress Bees,30,12,4000,168000,67200,0.4
Gyaan Beverages,21102,45339,West,Gujarat,Gandhinagar,Mirinda,37,Blue Dart,18,15,2500,82500,33000,0.4
Gyaan Beverages,21102,45339,West,Maharashtra,Mumbai,Mirinda,50,DTDC,18,15,1750,57750,25987.5,0.45
Gyaan Beverages,21102,45339,West,Gujarat,Gandhinagar,Sprite,40,Xpress Bees,25,12,3750,138750,48562.5,0.35
Gyaan Beverages,21102,45367,West,Rajasthan,Jaipur,Limca,37,Xpress Bees,18,12,5250,157500,63000,0.4
Gyaan Beverages,21102,45367,West,Gujarat,Gandhinagar,Pepsi,36,Delhivery,30,10,3750,150000,60000,0.4
Gyaan Beverages,21102,45367,West,Maharashtra,Mumbai,Coca-Cola,57,DTDC,30,15,4000,180000,72000,0.4
Gyaan Beverages,21102,45367,West,Rajasthan,Jaipur,Frooti,24,DTDC,20,15,3000,105000,42000,0.4
Gyaan Beverages,21102,45367,West,Maharashtra,Mumbai,Coca-Cola,33,Blue Dart,30,15,1500,67500,30375,0.45
Gyaan Beverages,21102,45367,West,Gujarat,Gandhinagar,Frooti,21,Xpress Bees,20,12,3500,112000,39200,0.35
Gyaan Beverages,21102,45399,West,Goa,Panaji,Pepsi,35,DTDC,30,15,5250,236250,94500,0.4
Gyaan Beverages,21102,45399,West,Maharashtra,Mumbai,Pepsi,59,DTDC,30,15,3250,146250,58500,0.4
Gyaan Beverages,21102,45399,West,Rajasthan,Jaipur,Maaza,22,DTDC,20,15,3750,131250,52500,0.4
Gyaan Beverages,21102,45399,West,Rajasthan,Jaipur,Coca-Cola,56,Blue Dart,30,15,2750,123750,49500,0.4
Gyaan Beverages,21102,45399,West,Rajasthan,Jaipur,Pepsi,60,Blue Dart,30,15,1750,78750,35437.5,0.45
Gyaan Beverages,21102,45399,West,Gujarat,Gandhinagar,Coca-Cola,51,Xpress Bees,30,12,3500,147000,51450,0.35
Gyaan Beverages,21102,45430,West,Gujarat,Gandhinagar,Frooti,42,Xpress Bees,20,12,5500,176000,70400,0.4
Gyaan Beverages,21102,45430,West,Goa,Panaji,Maaza,57,Blue Dart,20,15,4000,140000,56000,0.4
Gyaan Beverages,21102,45430,West,Rajasthan,Jaipur,Frooti,18,Delhivery,20,10,4000,120000,48000,0.4
Gyaan Beverages,21102,45430,West,Goa,Panaji,Maaza,51,Blue Dart,20,15,3250,113750,45500,0.4
Gyaan Beverages,21102,45430,West,Maharashtra,Mumbai,Coca-Cola,38,Xpress Bees,30,12,2250,94500,42525,0.45
Gyaan Beverages,21102,45430,West,Gujarat,Gandhinagar,Pepsi,36,Delhivery,30,10,5750,230000,80500,0.35
Gyaan Beverages,21102,45460,West,Gujarat,Gandhinagar,Sprite,43,Delhivery,25,10,8250,288750,115500,0.4
Gyaan Beverages,21102,45460,West,Maharashtra,Mumbai,Coca-Cola,38,Delhivery,30,10,7000,280000,112000,0.4
Gyaan Beverages,21102,45460,West,Goa,Panaji,Mirinda,51,Xpress Bees,18,12,7000,210000,84000,0.4
Gyaan Beverages,21102,45460,West,Rajasthan,Jaipur,Maaza,50,DTDC,20,15,5750,201250,80500,0.4
Gyaan Beverages,21102,45460,West,Goa,Panaji,Mirinda,45,Blue Dart,18,15,4500,148500,66825,0.45
Gyaan Beverages,21102,45460,West,Gujarat,Gandhinagar,Frooti,50,Blue Dart,20,15,7500,262500,91875,0.35
Gyaan Beverages,21102,45489,West,Rajasthan,Jaipur,Limca,36,Xpress Bees,18,12,9000,270000,108000,0.4
Gyaan Beverages,21102,45489,West,Gujarat,Gandhinagar,Frooti,30,Delhivery,20,10,7500,225000,90000,0.4
Gyaan Beverages,21102,45489,West,Goa,Panaji,Pepsi,34,Xpress Bees,30,12,7000,294000,117600,0.4
Gyaan Beverages,21102,45489,West,Rajasthan,Jaipur,Pepsi,52,DTDC,30,15,6000,270000,108000,0.4
Gyaan Beverages,21102,45489,West,Maharashtra,Mumbai,Maaza,20,Delhivery,20,10,6500,195000,87750,0.45
Gyaan Beverages,21102,45489,West,Maharashtra,Mumbai,Mirinda,39,DTDC,18,15,6500,214500,75075,0.35
Gyaan Beverages,21102,45521,West,Maharashtra,Mumbai,Mirinda,52,DTDC,18,15,8500,280500,112200,0.4
Gyaan Beverages,21102,45521,West,Maharashtra,Mumbai,Mirinda,18,DTDC,18,15,8250,272250,108900,0.4
Gyaan Beverages,21102,45521,West,Rajasthan,Jaipur,Limca,24,Delhivery,18,10,7000,196000,78400,0.4
Gyaan Beverages,21102,45521,West,Gujarat,Gandhinagar,Coca-Cola,49,DTDC,30,15,4750,213750,85500,0.4
Gyaan Beverages,21102,45521,West,Goa,Panaji,Sprite,50,Xpress Bees,25,12,4750,175750,79087.5,0.45
Gyaan Beverages,21102,45521,West,Gujarat,Gandhinagar,Sprite,25,Delhivery,25,10,3000,105000,36750,0.35
Gyaan Beverages,21102,45553,West,Maharashtra,Mumbai,Pepsi,54,Delhivery,30,10,5000,200000,80000,0.4
Gyaan Beverages,21102,45553,West,Goa,Panaji,Maaza,39,Xpress Bees,20,12,5000,160000,64000,0.4
Gyaan Beverages,21102,45553,West,Rajasthan,Jaipur,Coca-Cola,53,Xpress Bees,30,12,3000,126000,50400,0.4
Gyaan Beverages,21102,45553,West,Gujarat,Gandhinagar,Frooti,38,Delhivery,20,10,2500,75000,30000,0.4
Gyaan Beverages,21102,45553,West,Maharashtra,Mumbai,Mirinda,36,Blue Dart,18,15,2750,90750,40837.5,0.45
Gyaan Beverages,21102,45553,West,Maharashtra,Mumbai,Frooti,42,Delhivery,20,10,3000,90000,31500,0.35
Gyaan Beverages,21102,45582,West,Maharashtra,Mumbai,Limca,51,Xpress Bees,18,12,4000,120000,48000,0.4
Gyaan Beverages,21102,45582,West,Maharashtra,Mumbai,Coca-Cola,59,DTDC,30,15,5750,258750,103500,0.4
Gyaan Beverages,21102,45582,West,Goa,Panaji,Coca-Cola,30,DTDC,30,15,4000,180000,72000,0.4
Gyaan Beverages,21102,45582,West,Rajasthan,Jaipur,Limca,28,DTDC,18,15,3750,123750,49500,0.4
Gyaan Beverages,21102,45582,West,Maharashtra,Mumbai,Limca,36,Delhivery,18,10,3500,98000,44100,0.45
Gyaan Beverages,21102,45582,West,Goa,Panaji,Sprite,46,Xpress Bees,25,12,4000,148000,51800,0.35
Gyaan Beverages,21102,45613,West,Maharashtra,Mumbai,Pepsi,15,Delhivery,30,10,6250,250000,100000,0.4
Gyaan Beverages,21102,45613,West,Gujarat,Gandhinagar,Sprite,30,Blue Dart,25,15,7000,280000,112000,0.4
Gyaan Beverages,21102,45613,West,Goa,Panaji,Mirinda,17,Blue Dart,18,15,5250,173250,69300,0.4
Gyaan Beverages,21102,45613,West,Rajasthan,Jaipur,Maaza,54,Blue Dart,20,15,5000,175000,70000,0.4
Gyaan Beverages,21102,45613,West,Rajasthan,Jaipur,Sprite,51,Xpress Bees,25,12,4750,175750,79087.5,0.45
Gyaan Beverages,21102,45613,West,Goa,Panaji,Maaza,15,DTDC,20,15,6000,210000,73500,0.35
Gyaan Beverages,21102,45642,West,Maharashtra,Mumbai,Maaza,57,Delhivery,20,10,8000,240000,96000,0.4
Gyaan Beverages,21102,45642,West,Maharashtra,Mumbai,Mirinda,51,Xpress Bees,18,12,8000,240000,96000,0.4
Gyaan Beverages,21102,45642,West,Rajasthan,Jaipur,Limca,15,Delhivery,18,10,6000,168000,67200,0.4
Gyaan Beverages,21102,45642,West,Goa,Panaji,Limca,19,Xpress Bees,18,12,6000,180000,72000,0.4
Gyaan Beverages,21102,45642,West,Maharashtra,Mumbai,Coca-Cola,49,Blue Dart,30,15,5250,236250,106312.5,0.45
Gyaan Beverages,21102,45642,West,Maharashtra,Mumbai,Mirinda,38,DTDC,18,15,6250,206250,72187.5,0.35
Gyaan Beverages,21102,45296,South,Andhra Pradesh,Amaravati,Limca,33,Blue Dart,18,15,6750,222750,66825,0.3
Gyaan Beverages,21102,45296,South,Andhra Pradesh,Amaravati,Pepsi,16,Xpress Bees,30,12,6750,283500,85050,0.3
Gyaan Beverages,21102,45296,South,Andhra Pradesh,Amaravati,Maaza,54,Delhivery,20,10,4750,142500,42750,0.3
Gyaan Beverages,21102,45296,South,Telangana,Hyderabad,Sprite,35,DTDC,25,15,4750,190000,76000,0.4
Gyaan Beverages,21102,45296,South,Tamil Nadu,Chennai,Pepsi,56,DTDC,30,15,3250,146250,36562.5,0.25
Gyaan Beverages,21102,45296,South,Kerala,Thiruvananthapuram,Limca,40,DTDC,18,15,4750,156750,70537.5,0.45
Gyaan Beverages,21102,45326,South,Telangana,Hyderabad,Pepsi,50,Xpress Bees,30,12,6250,262500,78750,0.3
Gyaan Beverages,21102,45326,South,Andhra Pradesh,Amaravati,Coca-Cola,57,Delhivery,30,10,6000,240000,72000,0.3
Gyaan Beverages,21102,45326,South,Andhra Pradesh,Amaravati,Frooti,49,Xpress Bees,20,12,4250,136000,40800,0.3
Gyaan Beverages,21102,45326,South,Kerala,Thiruvananthapuram,Maaza,16,Xpress Bees,20,12,3750,120000,48000,0.4
Gyaan Beverages,21102,45326,South,Andhra Pradesh,Amaravati,Frooti,38,Delhivery,20,10,2500,75000,18750,0.25
Gyaan Beverages,21102,45326,South,Kerala,Thiruvananthapuram,Mirinda,57,Blue Dart,18,15,4500,148500,66825,0.45
Gyaan Beverages,21102,45357,South,Telangana,Hyderabad,Frooti,48,Xpress Bees,20,12,6250,200000,70000,0.35
Gyaan Beverages,21102,45357,South,Karnataka,Bengaluru,Mirinda,16,Xpress Bees,18,12,6250,187500,65625,0.35
Gyaan Beverages,21102,45357,South,Telangana,Hyderabad,Sprite,29,DTDC,25,15,4500,180000,63000,0.35
Gyaan Beverages,21102,45357,South,Andhra Pradesh,Amaravati,Coca-Cola,31,Delhivery,30,10,3500,140000,63000,0.45
Gyaan Beverages,21102,45357,South,Telangana,Hyderabad,Mirinda,45,Delhivery,18,10,2500,70000,21000,0.3
Gyaan Beverages,21102,45357,South,Tamil Nadu,Chennai,Frooti,45,Xpress Bees,20,12,4000,128000,64000,0.5
Gyaan Beverages,21102,45387,South,Telangana,Hyderabad,Coca-Cola,23,Blue Dart,30,15,6500,292500,102375,0.35
Gyaan Beverages,21102,45387,South,Telangana,Hyderabad,Sprite,55,DTDC,25,15,6500,260000,91000,0.35
Gyaan Beverages,21102,45387,South,Kerala,Thiruvananthapuram,Sprite,40,DTDC,25,15,4750,190000,66500,0.35
Gyaan Beverages,21102,45387,South,Kerala,Thiruvananthapuram,Mirinda,60,Xpress Bees,18,12,3750,112500,50625,0.45
Gyaan Beverages,21102,45387,South,Kerala,Thiruvananthapuram,Limca,42,Xpress Bees,18,12,2750,82500,24750,0.3
Gyaan Beverages,21102,45387,South,Telangana,Hyderabad,Sprite,38,DTDC,25,15,5500,220000,110000,0.5
Gyaan Beverages,21102,45417,South,Karnataka,Bengaluru,Frooti,40,Delhivery,20,10,7000,210000,73500,0.35
Gyaan Beverages,21102,45417,South,Andhra Pradesh,Amaravati,Frooti,42,Xpress Bees,20,12,7250,232000,81200,0.35
Gyaan Beverages,21102,45417,South,Andhra Pradesh,Amaravati,Frooti,15,DTDC,20,15,5750,201250,70437.5,0.35
Gyaan Beverages,21102,45417,South,Kerala,Thiruvananthapuram,Pepsi,53,DTDC,30,15,5000,225000,101250,0.45
Gyaan Beverages,21102,45417,South,Andhra Pradesh,Amaravati,Mirinda,36,DTDC,18,15,4000,132000,39600,0.3
Gyaan Beverages,21102,45417,South,Andhra Pradesh,Amaravati,Coca-Cola,49,DTDC,30,15,7500,337500,168750,0.5
Gyaan Beverages,21102,45447,South,Tamil Nadu,Chennai,Limca,27,Delhivery,18,10,7500,210000,73500,0.35
Gyaan Beverages,21102,45447,South,Andhra Pradesh,Amaravati,Frooti,46,Xpress Bees,20,12,7500,240000,84000,0.35
Gyaan Beverages,21102,45447,South,Kerala,Thiruvananthapuram,Coca-Cola,52,Xpress Bees,30,12,6000,252000,88200,0.35
Gyaan Beverages,21102,45447,South,Karnataka,Bengaluru,Maaza,57,Delhivery,20,10,5500,165000,74250,0.45
Gyaan Beverages,21102,45447,South,Telangana,Hyderabad,Maaza,33,Blue Dart,20,15,4500,157500,47250,0.3
Gyaan Beverages,21102,45447,South,Telangana,Hyderabad,Frooti,20,Delhivery,20,10,8250,247500,123750,0.5
Gyaan Beverages,21102,45479,South,Telangana,Hyderabad,Sprite,19,Blue Dart,25,15,7750,310000,124000,0.4
Gyaan Beverages,21102,45479,South,Karnataka,Bengaluru,Coca-Cola,23,DTDC,30,15,7750,348750,139500,0.4
Gyaan Beverages,21102,45479,South,Kerala,Thiruvananthapuram,Sprite,56,Xpress Bees,25,12,9250,342250,136900,0.4
Gyaan Beverages,21102,45479,South,Kerala,Thiruvananthapuram,Coca-Cola,55,Delhivery,30,10,5250,210000,105000,0.5
Gyaan Beverages,21102,45479,South,Andhra Pradesh,Amaravati,Pepsi,51,Delhivery,30,10,5250,210000,73500,0.35
Gyaan Beverages,21102,45479,South,Kerala,Thiruvananthapuram,Limca,17,Blue Dart,18,15,8000,264000,145200,0.55
Gyaan Beverages,21102,45512,South,Tamil Nadu,Chennai,Pepsi,26,DTDC,30,15,7500,337500,135000,0.4
Gyaan Beverages,21102,45512,South,Tamil Nadu,Chennai,Sprite,32,DTDC,25,15,7500,300000,120000,0.4
Gyaan Beverages,21102,45512,South,Karnataka,Bengaluru,Mirinda,34,Delhivery,18,10,9250,259000,103600,0.4
Gyaan Beverages,21102,45512,South,Karnataka,Bengaluru,Sprite,52,Blue Dart,25,15,4750,190000,95000,0.5
Gyaan Beverages,21102,45512,South,Andhra Pradesh,Amaravati,Frooti,39,Xpress Bees,20,12,4750,152000,53200,0.35
Gyaan Beverages,21102,45512,South,Tamil Nadu,Chennai,Mirinda,23,Blue Dart,18,15,7250,239250,131587.5,0.55
Gyaan Beverages,21102,45540,South,Telangana,Hyderabad,Maaza,28,Xpress Bees,20,12,6750,216000,86400,0.4
Gyaan Beverages,21102,45540,South,Andhra Pradesh,Amaravati,Frooti,46,Blue Dart,20,15,6250,218750,87500,0.4
Gyaan Beverages,21102,45540,South,Telangana,Hyderabad,Coca-Cola,40,DTDC,30,15,6750,303750,121500,0.4
Gyaan Beverages,21102,45540,South,Karnataka,Bengaluru,Maaza,31,DTDC,20,15,4000,140000,70000,0.5
Gyaan Beverages,21102,45540,South,Telangana,Hyderabad,Pepsi,33,Xpress Bees,30,12,4000,168000,58800,0.35
Gyaan Beverages,21102,45540,South,Tamil Nadu,Chennai,Frooti,47,Xpress Bees,20,12,6250,200000,110000,0.55
Gyaan Beverages,21102,45569,South,Tamil Nadu,Chennai,Frooti,20,DTDC,20,15,5750,201250,80500,0.4
Gyaan Beverages,21102,45569,South,Karnataka,Bengaluru,Sprite,54,Xpress Bees,25,12,5750,212750,85100,0.4
Gyaan Beverages,21102,45569,South,Karnataka,Bengaluru,Mirinda,28,Xpress Bees,18,12,5250,157500,63000,0.4
Gyaan Beverages,21102,45569,South,Andhra Pradesh,Amaravati,Mirinda,41,Blue Dart,18,15,3750,123750,61875,0.5
Gyaan Beverages,21102,45569,South,Karnataka,Bengaluru,Coca-Cola,50,Blue Dart,30,15,3500,157500,55125,0.35
Gyaan Beverages,21102,45569,South,Andhra Pradesh,Amaravati,Mirinda,16,Blue Dart,18,15,5250,173250,95287.5,0.55
Gyaan Beverages,21102,45601,South,Telangana,Hyderabad,Maaza,36,Blue Dart,20,15,6750,236250,94500,0.4
Gyaan Beverages,21102,45601,South,Andhra Pradesh,Amaravati,Frooti,20,Delhivery,20,10,6750,202500,81000,0.4
Gyaan Beverages,21102,45601,South,Andhra Pradesh,Amaravati,Sprite,24,Xpress Bees,25,12,6000,222000,88800,0.4
Gyaan Beverages,21102,45601,South,Kerala,Thiruvananthapuram,Limca,26,DTDC,18,15,4500,148500,74250,0.5
Gyaan Beverages,21102,45601,South,Karnataka,Bengaluru,Limca,33,Xpress Bees,18,12,4250,127500,44625,0.35
Gyaan Beverages,21102,45601,South,Tamil Nadu,Chennai,Sprite,34,Delhivery,25,10,6250,218750,120312.5,0.55
Gyaan Beverages,21102,45630,South,Andhra Pradesh,Amaravati,Frooti,50,Blue Dart,20,15,7750,271250,108500,0.4
Gyaan Beverages,21102,45630,South,Andhra Pradesh,Amaravati,Sprite,59,Xpress Bees,25,12,7750,286750,114700,0.4
Gyaan Beverages,21102,45630,South,Karnataka,Bengaluru,Frooti,53,DTDC,20,15,6750,236250,94500,0.4
